Model,Accuracy,Accuracy Std,Accuracy CI95 Low,Accuracy CI95 High,Balanced Accuracy,Balanced Accuracy Std,Balanced Accuracy CI95 Low,Balanced Accuracy CI95 High,Precision (weighted),Precision Std,Precision CI95 Low,Precision CI95 High,Recall (weighted),Recall Std,Recall CI95 Low,Recall CI95 High,F1 (weighted),F1 Std,F1 CI95 Low,F1 CI95 High,F1 (macro),F1 Macro Std,F1 Macro CI95 Low,F1 Macro CI95 High,AUC (OVR),AUC Std,AUC CI95 Low,AUC CI95 High,AUPRC,MCC,Validation
Top-3 F1-weighted Soft Voting Ensemble,0.8706410256410255,0.023033970401746963,0.856007326007326,0.8835625,0.7765511186344519,0.03600651104549462,0.7557716982091983,0.797401307026307,0.870692722587119,0.024712012669086843,0.8568967558383507,0.8865749537738762,0.8706410256410255,0.023033970401746963,0.856007326007326,0.8835625,0.8647906328044404,0.02211727299806068,0.8519168484838703,0.8784751883283854,0.770448354361534,0.037853381128021356,0.749155879239445,0.7937381911891777,0.9905858309376526,0.002492221989122,0.9890870345926179,0.9920212745365332,0.8615894094411702,0.8556762060381011,StratifiedGroupKFold(n_splits=10)
